Age,Age13,Age6,Asian_link,Bible,Big_govt_scale,Black_link,Campaign_info_sources,Caucus_Dem_state,Caucus_Rep_state,Caucus_primary_state_type,Child_authority,Climate_scale,Clinton_Sanders,Clinton_vote,Clinton_vote_100,Community_issue,Community_volunteer,Community_work,Contact_party,Discrim_scale,Econ_pessimism,Education,F_scale,Female,Female_role,Free_trade,GOTV,Gay_laws_scale,HR_vote_party,Hispanic_link,Income,Kids,ME_Isis,ME_refugees,Married,Misogyny,Misogyny4,ObamaCare,Obama_2012,Org_num,Pol_interest_scale,Primary_party,Race2,Race3,Race_all,Relig_attend,Relig_imp,Sexism_trad,Spend_Child,Spend_Crime,Spend_Enviro,Spend_Poor,Spend_Scale,Spend_Schools,Spend_SciTech,Spend_SocSec,Spend_Welfare,Ticket_splitter,Trump_vote_100,Trump_OtherRep,case_id,V160101,V160101f,V160101w,V160102,V160102f,V160102w,V160201,V160201f,V160201w,V160202,V160202f,V160202w,interview_mode,V160502,V161001,V161002,Female_bond,Voted_2012,Voted_2016,Voter_type,Voter_type_primary_caucus,Who_2012,Who_2016,Who_2016_full,abortion,affirm_act3,assist_blacks,better_worse_future_R,better_worse_future_econ,better_worse_past_R,better_worse_past_R_2,better_worse_past_econ,better_worse_past_econ_2,climate_1,climate_2,cong_approve,cong_incumb_approve,defense_spend,educ4,egalit_3,egalitarianism,envir_jobs,fracking,ft_Asians,ft_BClinton,ft_BLM,ft_Blacks,ft_Business,ft_Christians,ft_Congress,ft_Conservatives,ft_Dem,ft_Feminists,ft_Fund,ft_Gays,ft_HClinton_post,ft_HClinton_pre,ft_Hispanics,ft_Illegals,ft_Jews,ft_Kane,ft_Liberals,ft_Muslims,ft_Muslims_5,ft_Obama,ft_Pence,ft_Police,ft_Poor,ft_Rep,ft_Rich,ft_SCOTUS,ft_Scientists,ft_Tea,ft_Trans,ft_Trump_post,ft_Trump_pre,ft_Unions,ft_Whites,ft_Illegals_5,gay_adopt,gay_job_discrim,gay_marriage,gay_wed_serve,grass,gun_control2,gun_imp,gun_own,immig_birthright,immig_chldrn,immig_chldrn_rec,immig_scale,immig_scale_4,immig_wall,income3,income4,income5,income7,income_gap,income_gap_action,intl_force,isolationism,jobs_stndLiving,libcon10,libcon3,libcon7,libcon7_Dem,libcon7_Rep,marital,nativism,nativism2,nativism4,nesw,nesw_rnd,partyid3,partyid7,pol_interest,political_trust,polknow,polknow2,pres_econ,pres_foreign,pres_hlth,pres_job,primary_voter,primary_who,racial_resent_scale,racial_resent_scale_4,region,sex_orient,sex_orient_fmfrnd,social_trust,spend8,spend_serv,torture,trans_bathroom,rid_rotten_apples,need_strong_leader,version,voting_duty,voting_duty2,white_black_4,whites_minus_blacks,wordsum,ft_Police_q3,ft_Police_q4,pid_dum1,pid_dum2,pid_dum3,gay_wed_require
,,,,1,0,,5,0,0,1,1,2,,,,1,1,1,0,12,4,13,6,1,6,3,2,0,,,15,1,5,7,0,3,1,7,,3,10,,,,4,0,0,13,1,2,2,2,4,1,1,2,1,,,,400266,.3899,0,.3812,.3828,0,.3692,33,0,33,2,0,2,2,1,,,4,0,0,,,,,,4,3,7,4,5,2,1,5,3,2,2,4,4,,3,1,7,4,3,15,70,0,15,30,60,30,30,50,15,0,60,54,60,17,32,30,30,4,0,1,0,50,60,85,30,0,50,62,0,30,31,30,15,40,2,1,1,1,1,1,2,1,1,7,1,1,12,3,7,2,2,3,4,1,3,2,2,7,5,1,3,2,7,4,9,2,3,.3828,0,2,5,7,2,0,0,4,4,4,4,0,,8,2,3,1,2,3,4,,2,2,4,4,"ANES2016TimeSeries_20170403",2,1,3,25,4,1,1,0,1,0,1
52,8,4,,2,3,,5,0,0,1,0,4,1,1,100,2,2,2,1,19,5,13,3,0,1,2,1,11,1,,13,0,7,2,1,8,3,1,1,0,10,1,1,1,1,3,3,8,1,1,1,1,3,1,2,2,2,0,0,,407667,.8461,0,.8271,.7948,0,.7466,34,0,34,1,0,1,2,1,,,2,1,1,1,1,1,1,1,4,3,3,3,4,4,3,3,2,3,3,4,5,3,3,3,13,2,3,70,100,50,70,30,100,0,20,70,70,85,30,100,70,60,30,70,100,70,50,3,85,0,40,85,0,50,15,70,0,50,0,0,100,60,2,4,4,4,3,1,2,4,1,2,5,6,12,3,7,2,2,2,3,1,1,4,2,3,3,1,2,2,7,1,10,2,4,.7948,1,1,1,7,2,5,1,2,4,1,1,1,1,6,2,2,1,1,4,5,6,3,2,1,4,"ANES2016TimeSeries_20170403",1,1,1,-10,10,1,1,1,0,0,0
74,12,6,,1,3,,5,0,0,1,0,4,1,1,100,1,1,1,1,17,2,14,1,1,9,1,2,0,1,,26,1,7,2,1,5,2,1,1,2,12,1,1,1,1,4,1,11,1,1,1,1,0,1,1,1,1,0,0,,406119,.8126,0,.7868,.8376,0,.8278,60,0,60,1,0,1,2,1,,,4,1,1,1,1,1,1,1,4,3,,3,2,1,1,2,1,3,3,4,5,5,4,2,9,1,3,85,100,40,60,30,70,0,0,100,100,40,100,100,100,70,40,100,100,100,70,4,100,0,85,60,0,50,40,100,0,100,0,0,85,85,2,1,1,1,1,1,1,2,0,7,6,7,18,4,7,3,4,5,7,1,2,3,2,3,2,1,1,2,7,1,9,2,3,.8376,1,1,1,8,4,4,1,1,1,1,1,1,1,4,1,4,1,1,4,8,6,2,2,1,2,"ANES2016TimeSeries_20170403",7,2,3,25,9,2,2,1,0,0,1
64,10,5,,1,3,,3,0,0,1,2,3,1,1,100,2,2,2,1,21,2,9,2,1,6,2,1,0,1,,27,1,1,6,1,8,3,2,1,0,9,1,1,1,1,0,2,8,2,1,2,1,5,1,1,2,3,0,0,,405877,2.6513,0,2.589,2.7043,0,2.6842,39,0,39,1,0,1,2,1,,,4,1,1,1,1,1,1,1,3,1,5,2,3,2,1,3,2,2,3,4,1,5,1,3,16,1,2,85,60,60,85,60,100,40,40,70,40,60,70,30,70,85,40,85,15,40,40,2,100,50,70,85,30,50,60,85,30,85,60,0,60,60,2,1,1,1,1,3,1,2,1,4,5,6,14,3,7,3,4,5,7,2,3,2,2,2,6,1,2,2,6,1,6,1,2,2.7043,3,1,1,7,2,5,1,1,1,1,1,1,1,2,1,1,1,1,2,4,4,2,2,2,2,"ANES2016TimeSeries_20170403",1,1,1,-25,9,1,2,1,0,0,1
64,10,5,,1,3,,2,0,0,1,3,3,,1,100,2,2,2,0,,5,13,6,1,3,3,2,0,1,,28,1,7,7,1,10,4,3,1,0,10,,1,1,1,1,3,6,2,1,2,1,4,1,2,1,2,0,0,,400564,.789,0,.7715,.7835,0,.7634,82,0,82,2,0,2,2,1,,,1,1,1,2,,1,1,1,2,2,4,3,2,4,3,4,3,2,3,2,1,7,3,2,9,4,3,86,70,3,99,50,99,72,52,70,52,43,99,41,60,85,1,100,60,51,41,2,,15,99,87,30,42,86,85,85,41,3,15,99,99,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,4,5,7,1,1,4,1,7,5,1,3,4,5,1,10,2,4,.7835,1,1,2,7,3,2,0,1,2,1,1,0,,11,3,2,1,1,3,4,5,1,1,4,4,"ANES2016TimeSeries_20170403",1,1,2,0,4,3,4,1,0,0,1
41,6,3,,1,,,1,0,1,3,,3,,,,,,,,,4,11,,0,,,,1.5,,,17,,4,6,0,8,3,1,,,8,,1,1,1,0,3,8,1,1,2,2,4,1,1,1,3,,,,406786,.5112,0,.4983,0,0,0,93,0,93,2,0,2,2,0,,,,0,,,,,,,2,3,4,3,2,3,2,1,1,2,3,3,,5,2,,,1,3,,60,-6,,-6,-6,-6,-6,60,-6,-6,-6,,70,,,-6,85,-6,-6,,85,50,-6,-6,50,-6,-6,-6,-6,-6,,0,-6,,,1,1,2.5,1,,1,2,1,6,5,6,11,2,2,2,3,3,4,1,,4,2,4,,1,3,1,7,6,,,,0,0,2,3,7,4,,,1,2,1,2,0,,,,3,1,2,4,5,4,,2,,,"ANES2016TimeSeries_20170403",5,2,,,5,,,,,,1
60,10,5,,1,1,,5,1,1,4,2,3,1,1,100,2,2,2,1,20,2,13,4,1,6,1,1,1,2,,28,1,7,2,1,4,1,2,1,2,11,1,1,1,1,3,3,12,2,1,1,1,4,2,1,2,2,1,0,,403421,.7508,0,.7341,.7455,0,.7264,11,0,11,1,0,1,2,1,,,4,1,1,1,2,1,1,1,4,2,4,2,4,2,1,3,2,2,3,4,1,4,3,2,10,,3,50,50,85,50,50,85,14,38,70,60,50,60,99,85,50,0,62,60,60,51,4,85,30,60,60,15,51,32,85,30,61,1,0,50,85,1,1,1,1,2,1,1,2,0,6,5,6,16,4,7,3,4,5,7,2,3,3,2,4,4,1,3,2,7,1,8,2,3,.7455,1,1,1,7,3,5,1,1,1,1,1,1,1,8,2,2,1,2,3,4,,3,2,3,3,"ANES2016TimeSeries_20170403",4,,4,35,10,1,1,1,0,0,1
55,9,4,,0,3,,4,0,0,1,2,2,,1,100,1,1,1,0,16,2,10,2,1,6,1,2,2,,,17,1,5,4,0,3,1,3,1,3,6,,1,1,1,0,0,13,2,2,1,3,9,2,2,2,3,,0,,402947,.4493,0,.4391,.4302,0,.4147,74,0,74,1,0,1,2,1,,,4,1,1,2,,1,1,1,4,2,7,2,3,2,1,2,1,2,2,3,2,4,2,2,9,3,3,50,70,50,50,50,50,40,40,70,60,40,60,70,70,50,30,60,50,70,50,3,70,50,70,50,30,50,50,85,40,60,0,15,50,70,2,1,1,1,3,1,1,3,0,4,5,6,14,3,7,2,3,3,4,1,1,3,1,,3,1,2,2,6,4,6,1,2,.4302,0,2,3,4,3,4,1,1,1,3,1,0,,11,3,1,1,1,2,1,3,2,1,2,2,"ANES2016TimeSeries_20170403",6,2,3,20,10,1,2,0,1,0,0
33,4,2,,2,3,2,1,0,0,1,4,4,,,,2,2,2,0,15,1,10,6,0,6,3,1,12,,,1,1,1,1,1,16,4,2,,0,10,,2,2,2,4,1,0,1,1,1,1,0,1,1,1,1,,,,400739,.8614,0,.841,1.0186,0,1.0459,70,0,70,1,0,1,2,1,,,2,0,0,,,,,,4,3,1,1,1,2,1,1,1,3,3,4,1,1,2,2,10,2,1,70,85,70,70,85,,60,60,85,70,60,60,,85,70,70,70,70,60,60,4,85,70,85,,50,60,70,85,70,60,70,50,70,70,4,4,4,4,4,3,1,1,0,1,6,7,6,1,1,1,1,1,1,5,1,2,2,1,7,1,3,3,3,1,8,2,3,1.0186,1,1,1,7,4,0,0,1,1,1,1,0,,8,2,1,1,2,3,8,1,2,1,4,4,"ANES2016TimeSeries_20170403",7,2,2,0,4,2,2,1,0,0,0
32,4,2,,1,,,1,0,0,1,,4,,,,,,,,,2,12,,0,,,,2,,,21,,2,4,1,5,2,4,1,,11,,2,2,2,0,2,11,1,2,1,1,4,1,2,1,3,,,,400678,.89,0,.8697,0,0,0,39,0,39,2,0,2,2,0,,,,1,,,,1,,,4,2,2,2,4,2,1,3,2,3,3,4,,4,2,,,1,2,,49,-6,,-6,-6,-6,-6,70,-6,-6,-6,,49,,,-6,61,-6,-6,,84,54,-6,-6,16,-6,-6,-6,-6,-6,,0,-6,,,1,1,1,3,,1,3,0,4,5,6,11,2,4,2,3,4,5,1,,3,2,2,,1,3,2,5,1,,,,0,0,1,1,8,2,,,1,1,1,1,0,,,,3,1,1,3,5,6,,2,,,"ANES2016TimeSeries_20170403",6,2,,,4,,,,,,0
20,1,1,,1,2,,3,0,0,1,1,1,,,,2,2,2,0,25,1,10,4,1,4,1,1,1,,2,17,0,4,4,0,8,3,4,,0,6,,,3,5,2,2,8,2,2,2,2,8,2,2,2,2,,,,400926,1.593,0,1.556,1.5671,0,1.4917,63,0,63,2,0,2,2,1,,,2,0,0,,,,,,4,2,1,1,3,2,1,2,1,1,2,2,2,4,2,1,8,4,2,50,34,51,50,50,50,7,51,88,73,50,51,98,60,98,50,50,50,51,52,4,100,50,50,50,16,50,1,97,51,50,2,0,51,51,3,1,1,1,2,1,1,3,1,7,6,7,17,4,6,2,3,3,4,4,1,3,2,4,10,1,3,4,4,6,4,1,1,1.5671,2,1,2,4,3,0,0,1,1,2,1,0,,14,4,3,1,1,3,0,,3,2,2,4,"ANES2016TimeSeries_20170403",2,1,3,1,5,1,1,1,0,0,1
36,5,2,,1,3,,2,0,0,1,,4,,1,100,2,2,2,0,,3,9,5,1,0,2,2,0,,,10,,6,7,0,2,1,1,1,0,5,,1,1,1,2,1,14,1,1,1,1,2,1,2,1,2,,0,,300795,2.0161,2.1638,0,1.8993,1.999,0,101,1,0,3,3,0,1,1,1,2,1,1,1,2,,1,1,1,2,3,7,3,3,2,1,3,2,3,3,2,2,,1,3,15,2,2,,50,40,,50,100,40,50,70,60,0,100,40,60,,,100,50,60,100,5,70,,70,100,50,50,70,100,50,100,40,60,100,,,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,2,2,2,1,1,3,1,1,,1,3,2,7,6,9,2,3,1.8993,2,1,2,3,1,2,0,1,4,1,4,0,,16,4,1,1,1,2,6,5,,2,2,5,"ANES2016TimeSeries_20170403",7,2,,,5,1,2,1,0,0,1
39,5,2,,0,3,,5,0,0,1,1,4,2,1,100,2,2,2,0,20,3,9,0,0,2,1,1,2,1,,12,1,7,3,1,7,2,1,,0,11,1,1,1,1,0,0,9,1,2,1,1,1,1,1,1,1,0,0,,407537,1.2901,0,1.2477,1.321,0,1.2834,69,0,69,1,0,1,2,1,,,2,0,1,1,1,,1,1,4,3,3,2,3,3,2,3,2,3,3,3,2,2,1,3,14,1,3,70,75,60,85,20,65,40,0,90,100,0,100,95,85,70,40,85,80,85,60,4,100,5,70,60,0,60,60,100,20,100,0,0,70,85,2,1,1,1,3,1,1,1,0,4,5,6,14,3,7,1,2,2,3,1,1,3,2,3,3,1,3,2,7,1,5,1,1,1.321,1,1,1,8,3,5,1,1,1,1,1,1,2,4,1,4,1,1,4,7,6,2,2,1,1,"ANES2016TimeSeries_20170403",1,1,2,0,8,1,2,1,0,0,0
36,5,2,,0,1,,2,0,0,1,2,4,2,1,100,2,2,2,1,18,2,13,1,1,3,2,2,0,1,1,3,1,6,2,0,1,1,2,1,0,9,1,,3,5,0,0,15,1,2,1,1,2,1,2,1,1,0,0,,300169,.2232,.2392,0,.2116,.2208,0,127,27,0,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,4,2,3,3,2,1,1,2,1,3,3,3,1,5,3,3,13,3,3,100,60,100,85,30,50,50,30,70,100,30,100,70,60,100,100,100,50,100,100,5,85,50,85,100,40,50,40,100,60,100,0,15,70,85,5,1,1,1,1,1,1,2,0,7,6,7,18,4,7,1,1,1,1,1,1,4,2,,10,1,2,3,7,4,3,1,1,.2116,0,2,3,7,3,1,0,2,2,2,2,1,2,4,1,4,1,1,4,6,6,3,2,1,2,"ANES2016TimeSeries_20170403",1,1,2,0,6,2,2,0,1,0,1
20,1,1,2,1,3,,5,0,0,1,0,4,,1,100,2,2,2,0,19,0,10,0,0,6,1,2,1,1,,28,0,7,1,0,1,1,1,,2,12,,,,6,1,1,15,1,2,1,2,4,1,1,2,2,0,0,,405062,2.3307,0,2.2552,2.2277,0,2.1882,31,0,31,2,0,2,2,1,,,4,0,1,2,,,1,1,4,1,3,1,3,1,1,2,1,3,3,4,2,4,2,3,13,2,3,51,75,83,51,72,84,18,47,70,85,17,85,70,85,51,51,86,85,85,85,5,95,40,82,76,25,68,79,84,4,84,8,5,77,51,4,1,1,1,2,1,1,1,0,7,6,7,18,4,7,3,4,5,7,1,1,3,2,4,4,1,3,2,6,6,1,1,1,2.2277,2,2,4,8,3,5,1,1,1,1,1,0,,2,1,4,1,1,4,4,4,3,2,1,1,"ANES2016TimeSeries_20170403",1,1,2,0,10,2,2,0,1,0,1
42,6,3,,0,3,,4,0,0,1,0,3,,1,100,1,2,1,0,14,3,14,2,0,4,1,1,0,1,,27,0,2,3,0,5,2,2,1,3,12,,1,1,1,1,0,11,1,2,1,1,2,1,1,1,2,0,0,,403500,.6238,0,.6094,.5545,0,.5335,50,0,50,2,0,2,2,1,,,2,1,1,2,,1,1,1,4,1,2,2,3,3,2,3,2,2,3,4,4,4,4,2,10,2,3,80,85,40,70,60,60,15,30,60,75,30,85,90,90,75,40,100,85,80,50,3,70,15,75,70,15,60,60,85,15,70,0,0,40,75,2,1,1,1,1,1,1,1,0,7,6,7,18,4,7,3,4,5,7,1,1,2,2,3,4,1,3,2,7,6,4,1,1,.5545,1,2,3,8,3,5,1,1,3,2,2,0,,4,1,1,1,1,4,6,5,3,2,2,2,"ANES2016TimeSeries_20170403",7,2,3,5,10,2,2,0,1,0,1
68,11,5,,1,3,1,5,0,0,1,4,2,1,1,100,1,1,1,1,21,3,14,4,1,3,2,2,3,1,,18,0,7,7,0,9,3,2,1,3,7,1,2,2,2,5,1,7,1,1,1,1,0,1,1,1,1,0,0,,300165,.5057,.5433,0,.5024,.503,0,118,18,0,2,2,0,1,1,1,2,4,1,1,1,1,1,1,1,4,1,,3,3,2,1,2,1,2,2,4,1,6,4,2,11,5,2,50,100,60,70,15,70,60,60,85,60,50,0,70,85,50,60,50,60,70,50,3,100,40,85,85,15,50,85,100,0,0,30,15,50,60,4,1,1,4,1,3,1,3,0,7,6,7,18,4,7,2,3,3,5,1,1,3,1,,7,1,2,2,6,3,12,2,4,.5024,1,1,1,5,4,3,0,1,1,1,1,1,1,4,1,3,1,2,2,8,6,3,2,2,4,"ANES2016TimeSeries_20170403",1,1,1,-10,8,2,2,1,0,0,1
46,7,3,,0,3,,3,0,1,3,0,4,1,1,100,1,1,1,0,16,3,14,1,0,4,1,2,0,1,3,27,1,3,1,1,8,3,1,1,3,12,1,,3,5,0,0,8,1,2,1,1,2,1,1,2,1,0,0,,300039,.8084,.868,0,.8146,.9823,0,115,15,0,2,2,0,1,1,1,1,2,1,1,1,1,1,1,1,4,1,3,3,3,2,1,2,1,3,3,4,2,4,4,3,14,2,2,85,85,85,70,60,60,40,30,70,70,15,85,85,85,85,70,85,100,85,60,4,85,30,70,70,15,60,70,100,15,70,15,0,70,70,4,1,1,1,1,1,1,1,1,6,6,7,17,4,7,3,4,5,7,1,1,3,2,3,3,1,2,3,7,1,4,1,1,.8146,1,1,1,8,4,5,1,1,2,1,1,1,1,4,1,3,1,1,4,6,5,3,2,2,1,"ANES2016TimeSeries_20170403",1,1,2,0,10,1,2,1,0,0,1
36,5,2,,0,3,2,,0,0,1,4,3,,1,100,2,2,2,0,22,4,12,2,1,6,1,1,0,1,,15,0,2,4,0,8,3,3,1,0,10,,2,2,2,1,3,8,1,1,1,1,2,1,2,1,2,0,0,,406739,.6301,0,.6155,.6419,0,.6527,70,0,70,1,0,1,2,1,,,4,1,1,2,,1,1,1,4,1,1,3,1,3,2,1,1,2,3,2,2,4,2,3,12,2,1,70,72,99,84,57,61,70,70,99,99,64,99,100,84,85,60,53,73,74,99,5,84,0,52,80,1,51,69,79,73,82,0,1,71,71,4,1,1,1,1,1,1,3,0,2,2,2,5,1,4,2,2,3,4,2,1,1,1,4,8,1,2,2,6,6,7,1,2,.6419,1,1,1,7,3,3,0,1,2,4,1,0,,3,1,1,2,1,3,6,7,2,2,3,1,"ANES2016TimeSeries_20170403",1,1,1,-13,3,1,1,1,0,0,1
67,11,5,,1,3,,5,0,0,1,0,4,,1,100,1,1,1,1,19,4,14,4,0,6,1,2,0,1,,23,1,7,1,1,0,1,1,1,3,12,,1,1,1,3,3,16,2,3,1,1,5,2,1,2,1,0,0,,403203,.7364,0,.713,.7419,0,.7292,2,0,2,1,0,1,2,1,,,4,1,1,2,,1,1,1,4,1,3,3,3,3,2,2,1,3,3,4,2,2,4,3,16,2,3,85,90,90,85,30,60,40,40,60,85,30,90,88,75,85,85,95,70,75,90,5,85,15,70,95,20,30,90,90,10,98,11,0,70,85,5,1,1,1,1,3,1,1,0,7,6,7,18,4,7,3,4,4,6,2,1,4,2,4,2,1,2,3,6,1,2,1,1,.7419,1,1,2,8,2,5,1,1,2,1,2,0,,0,1,4,1,1,4,4,5,3,2,5,1,"ANES2016TimeSeries_20170403",1,1,2,0,10,1,2,1,0,0,1
41,6,3,,2,3,1,1,0,0,1,3,3,,1,100,2,2,2,0,,1,9,8,1,0,3,1,12,1,,1,,7,7,0,6,2,3,1,1,4,,2,2,2,2,3,10,1,1,1,1,0,1,1,1,1,0,0,,302516,.5516,.5925,0,.5565,.6523,0,121,21,0,1,1,0,1,1,1,2,1,1,1,2,,1,1,1,4,3,1,1,2,2,1,2,1,2,3,4,1,3,1,3,12,,3,40,100,100,4,100,100,0,60,52,100,100,15,60,52,60,50,100,,60,50,3,97,,70,100,0,100,70,40,40,85,70,52,85,100,3,4,4,4,4,1,2,1,0,7,6,7,18,4,7,1,1,1,1,1,1,1,1,1,5,1,3,2,6,4,12,2,4,.5565,1,1,1,3,2,0,0,3,1,4,1,0,,4,1,3,1,2,2,8,,1,1,5,5,"ANES2016TimeSeries_20170403",1,1,4,96,3,1,2,1,0,0,0
32,4,2,,0,2,,5,0,0,1,1,3,,0,0,1,2,1,1,15,5,12,7,1,5,1,1,2,2,,3,0,6,7,0,5,2,7,0,2,9,,1,1,1,0,0,11,1,1,1,3,4,1,1,1,3,0,100,,300046,.5387,.5733,0,.5128,.5237,0,128,28,0,1,1,0,1,1,1,2,3,1,1,3,,2,2,2,4,3,7,2,3,5,3,3,2,3,2,2,,3,2,1,7,2,3,50,60,10,40,40,50,60,60,40,40,10,100,5,10,50,15,90,60,70,40,2,20,50,100,50,80,90,90,90,40,90,95,90,75,95,1,1,1,1,3,1,1,2,0,6,5,6,10,2,1,1,1,1,1,1,1,4,1,5,6,1,3,2,6,6,10,2,4,.5128,1,3,6,6,3,2,0,4,4,4,4,0,,12,3,4,1,1,3,6,4,1,2,4,5,"ANES2016TimeSeries_20170403",7,2,4,55,7,3,4,0,0,1,0
57,9,4,,1,3,,4,0,0,1,2,4,1,1,100,2,2,2,1,17,2,10,4,0,4,2,2,2,1,,27,1,4,4,1,5,2,1,1,1,9,1,1,1,1,3,3,11,1,2,1,2,5,1,2,1,3,0,0,,400913,.5067,0,.4954,.4914,0,.4662,57,0,57,1,0,1,2,1,,,4,1,1,1,1,1,1,1,4,3,7,3,1,1,1,1,1,3,3,4,4,4,2,1,8,1,3,92,85,0,70,46,71,15,0,95,89,7,70,75,90,80,40,85,90,86,60,4,90,16,100,77,0,52,70,70,0,60,0,0,50,95,2,1,1,1,3,1,1,1,1,2,6,7,10,2,4,3,4,5,7,1,3,2,1,6,6,1,2,2,7,1,6,1,2,.4914,0,1,1,7,3,4,1,1,2,1,1,1,1,12,3,3,1,1,4,4,5,2,2,4,2,"ANES2016TimeSeries_20170403",2,1,3,25,7,3,4,1,0,0,0
68,11,5,,1,3,1,4,0,0,1,1,,2,1,100,1,1,1,0,13,4,10,3,0,3,1,1,1,1,,,1,6,,0,9,3,2,1,0,10,1,2,2,2,3,2,7,1,1,,1,,1,1,1,,0,0,,300143,.4979,.5351,0,.5262,.4631,0,124,24,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,3,3,3,2,3,2,,,4,1,4,2,3,13,,2,100,70,85,100,70,100,50,70,85,,85,85,70,70,100,85,85,70,85,85,5,100,50,85,100,30,70,70,85,40,85,40,0,85,100,5,1,1,1,2,2,1,1,,4,,,,,4,,,,,1,1,4,,4,4,1,2,3,6,3,6,1,2,.5262,1,1,1,7,3,4,1,,1,1,1,1,2,,,3,1,1,3,6,5,2,,2,3,"ANES2016TimeSeries_20170403",1,1,2,0,,2,2,1,0,0,1
49,7,3,,1,2,,1,0,0,1,2,4,,1,100,1,1,1,0,19,3,14,0,1,4,3,2,6,1,3,,1,7,4,0,1,1,4,1,2,10,,,3,5,0,0,15,3,1,2,2,6,1,1,1,3,0,0,,401144,1.15,0,1.1232,1.161,0,1.0827,72,0,72,2,0,2,2,1,,,4,1,1,2,,1,1,1,4,1,2,3,3,2,1,2,1,3,3,3,4,7,4,3,15,2,2,50,70,60,60,30,60,40,40,70,50,,50,85,70,86,15,50,70,60,60,4,85,40,60,60,15,60,40,60,,50,0,0,40,40,1,4,2,1,3,3,1,3,0,7,5,6,14,3,4,,,,,2,1,4,2,2,6,1,3,6,5,4,4,1,1,1.161,1,1,2,7,2,3,0,1,2,2,1,0,,3,1,3,,,2,4,6,3,1,1,1,"ANES2016TimeSeries_20170403",1,1,1,-20,5,1,1,1,0,0,0
50,8,4,,1,2,,1,0,0,1,2,3,,0,0,2,2,2,0,17,7,12,3,1,1,3,2,3,1,,11,1,2,4,0,6,2,2,1,0,4,,1,1,1,0,1,10,1,1,1,1,3,1,1,2,3,1,100,,403374,1.1958,0,1.1682,1.2595,0,1.2253,87,0,87,2,0,2,2,1,,,2,1,1,3,,1,2,2,1,3,7,4,3,5,3,4,3,2,3,4,4,1,2,2,10,1,3,100,40,18,100,11,62,32,37,40,29,16,91,15,15,100,100,64,51,31,69,4,42,50,79,83,30,15,23,78,21,51,33,15,34,100,5,1,1,4,1,1,1,4,0,4,6,7,15,3,7,1,2,2,3,1,1,3,2,2,4,1,3,2,7,3,5,1,1,1.2595,1,1,2,2,2,3,0,4,4,2,3,0,,10,3,2,1,2,4,6,5,3,1,3,2,"ANES2016TimeSeries_20170403",1,1,2,0,9,2,2,1,0,0,1
52,8,4,,1,2,,5,0,0,1,,4,,1,100,1,2,1,0,21,2,13,2,1,4,2,1,2.5,3,,19,0,7,1,0,0,1,2,1,2,7,,1,1,1,5,3,16,1,1,1,1,1,1,1,1,2,,0,,300140,.6149,.6605,0,.5908,.6292,0,101,1,0,2,2,0,1,1,1,2,2,1,1,2,,1,1,1,3,2,2,2,3,2,1,2,1,3,3,3,2,4,3,3,14,2,3,85,70,70,85,40,70,50,60,70,85,70,50,70,85,85,70,50,70,70,70,4,85,60,85,85,15,50,50,70,30,70,15,0,70,85,4,1,1,2.5,2,3,1,1,0,7,6,7,18,4,7,2,3,3,5,1,1,4,2,5,3,1,2,2,7,6,2,1,1,.5908,1,1,1,5,3,2,0,1,1,1,1,0,,3,1,1,1,1,4,7,5,3,2,1,3,"ANES2016TimeSeries_20170403",1,1,2,0,6,2,2,1,0,0,1
24,2,1,,0,2,,5,0,0,1,2,4,2,,,1,1,1,1,22,3,12,3,,6,1,1,0,,2,9,0,1,1,0,3,1,2,1,3,10,1,,3,5,0,0,13,2,1,1,1,2,1,1,1,2,,,,400347,.8997,0,.8789,.8694,0,.8581,74,0,74,1,0,1,2,1,,,2,1,0,,1,1,,,2,3,5,2,2,3,2,2,1,3,3,4,4,3,2,3,15,5,3,100,50,70,100,15,0,0,15,40,70,0,100,40,40,100,70,85,50,40,70,4,85,0,60,85,0,0,70,60,0,100,0,0,60,30,4,1,1,1,1,1,1,3,0,7,6,7,18,4,7,1,1,2,2,1,1,4,2,6,2,1,2,4,6,6,3,1,1,.8694,1,1,1,7,1,1,0,1,1,2,1,1,2,2,1,2,2,1,2,6,4,3,2,2,3,"ANES2016TimeSeries_20170403",6,2,1,-70,7,1,1,1,0,0,1
,,,,1,2,,5,0,0,1,3,3,,,,1,1,1,0,20,4,13,4,1,1,,1,0,,,,1,4,4,1,3,1,1,1,3,4,,1,1,1,0,0,13,1,1,1,1,3,1,2,1,3,,,,400269,.8742,0,.8464,.9011,0,.8906,35,0,35,1,0,1,2,1,,,1,1,0,,,1,,,2,3,4,3,3,3,2,4,3,2,3,2,,,3,2,10,,2,,50,50,,40,60,50,40,50,40,30,70,40,60,,,100,50,50,50,3,70,50,70,50,50,70,50,60,50,50,70,30,60,,,1,1,1,1,1,1,3,,1,5,6,6,1,2,,,,,1,1,4,1,3,,1,3,3,5,1,11,2,4,.9011,1,1,2,3,3,0,0,2,2,2,2,0,,12,3,4,1,1,3,6,,3,1,3,3,"ANES2016TimeSeries_20170403",7,2,,,6,1,2,1,0,0,1
