Age,Age13,Age6,Asian_link,Bible,Big_govt_scale,Black_link,Campaign_info_sources,Caucus_Dem_state,Caucus_Rep_state,Caucus_primary_state_type,Child_authority,Climate_scale,Clinton_Sanders,Clinton_vote,Clinton_vote_100,Community_issue,Community_volunteer,Community_work,Contact_party,Discrim_scale,Econ_pessimism,Education,F_scale,Female,Female_role,Free_trade,GOTV,Gay_laws_scale,HR_vote_party,Hispanic_link,Income,Kids,ME_Isis,ME_refugees,Married,Misogyny,Misogyny4,ObamaCare,Obama_2012,Org_num,Pol_interest_scale,Primary_party,Race2,Race3,Race_all,Relig_attend,Relig_imp,Sexism_trad,Spend_Child,Spend_Crime,Spend_Enviro,Spend_Poor,Spend_Scale,Spend_Schools,Spend_SciTech,Spend_SocSec,Spend_Welfare,Ticket_splitter,Trump_vote_100,Trump_OtherRep,case_id,V160101,V160101f,V160101w,V160102,V160102f,V160102w,V160201,V160201f,V160201w,V160202,V160202f,V160202w,interview_mode,V160502,V161001,V161002,Female_bond,Voted_2012,Voted_2016,Voter_type,Voter_type_primary_caucus,Who_2012,Who_2016,Who_2016_full,abortion,affirm_act3,assist_blacks,better_worse_future_R,better_worse_future_econ,better_worse_past_R,better_worse_past_R_2,better_worse_past_econ,better_worse_past_econ_2,climate_1,climate_2,cong_approve,cong_incumb_approve,defense_spend,educ4,egalit_3,egalitarianism,envir_jobs,fracking,ft_Asians,ft_BClinton,ft_BLM,ft_Blacks,ft_Business,ft_Christians,ft_Congress,ft_Conservatives,ft_Dem,ft_Feminists,ft_Fund,ft_Gays,ft_HClinton_post,ft_HClinton_pre,ft_Hispanics,ft_Illegals,ft_Jews,ft_Kane,ft_Liberals,ft_Muslims,ft_Muslims_5,ft_Obama,ft_Pence,ft_Police,ft_Poor,ft_Rep,ft_Rich,ft_SCOTUS,ft_Scientists,ft_Tea,ft_Trans,ft_Trump_post,ft_Trump_pre,ft_Unions,ft_Whites,ft_Illegals_5,gay_adopt,gay_job_discrim,gay_marriage,gay_wed_serve,grass,gun_control2,gun_imp,gun_own,immig_birthright,immig_chldrn,immig_chldrn_rec,immig_scale,immig_scale_4,immig_wall,income3,income4,income5,income7,income_gap,income_gap_action,intl_force,isolationism,jobs_stndLiving,libcon10,libcon3,libcon7,libcon7_Dem,libcon7_Rep,marital,nativism,nativism2,nativism4,nesw,nesw_rnd,partyid3,partyid7,pol_interest,political_trust,polknow,polknow2,pres_econ,pres_foreign,pres_hlth,pres_job,primary_voter,primary_who,racial_resent_scale,racial_resent_scale_4,region,sex_orient,sex_orient_fmfrnd,social_trust,spend8,spend_serv,torture,trans_bathroom,rid_rotten_apples,need_strong_leader,version,voting_duty,voting_duty2,white_black_4,whites_minus_blacks,wordsum,ft_Police_q3,ft_Police_q4,pid_dum1,pid_dum2,pid_dum3,gay_wed_require
61,10,5,,1,1,,2,0,0,1,3,3,,0,0,2,2,2,0,13,4,9,3,0,0,3,2,6,2,,25,1,1,6,1,11,4,7,0,0,1,,1,1,1,4,2,5,2,1,1,1,3,1,1,1,3,0,100,,300628,1.5568,1.6716,0,1.5462,1.6686,0,109,9,0,1,1,0,1,1,1,1,1,1,1,3,,2,2,2,4,2,,3,3,3,2,3,2,2,3,4,2,7,1,3,13,1,3,85,0,50,85,50,85,15,60,0,40,40,30,0,15,85,40,85,,15,50,3,30,85,100,85,0,50,50,85,50,50,85,50,40,85,2,1,1,4,4,3,1,2,1,4,6,7,9,2,1,3,4,5,6,1,2,3,2,7,5,3,5,3,6,1,9,2,3,1.5462,2,3,6,1,2,4,1,4,4,4,4,0,,12,3,2,1,1,3,6,1,3,1,3,2,"ANES2016TimeSeries_20170403",7,2,2,0,4,3,4,0,0,1,0
26,3,1,2,1,3,,1,0,0,1,3,1,,,,2,2,2,0,,3,9,6,1,4,3,2,4,,,1,1,6,7,0,8,3,4,,0,2,,,,3,1,0,8,1,3,1,1,3,1,2,1,1,,,,301169,1.7708,1.8826,0,1.7251,1.7489,0,133,33,0,1,1,0,1,1,1,2,2,0,0,,,,,,4,2,1,2,2,3,2,4,3,2,1,3,4,3,1,1,7,,3,70,50,100,70,60,60,70,70,50,50,60,85,50,0,70,70,50,,70,60,4,50,,70,100,50,60,85,85,50,85,50,0,85,60,4,1,4,1,2,3,1,2,0,4,6,7,12,3,4,1,1,1,1,2,3,4,1,1,7,3,5,5,5,6,9,2,3,1.7251,2,2,4,1,2,0,0,4,3,4,3,0,,7,2,4,1,1,2,6,6,3,2,3,5,"ANES2016TimeSeries_20170403",4,,1,-10,0,1,2,0,1,0,1
47,7,3,2,0,1,,2,0,0,1,2,2,,1,100,2,2,2,0,11,4,14,7,0,6,1,1,2,3,,25,1,2,4,1,13,4,2,1,0,5,,,,3,0,2,3,2,1,1,2,4,1,1,2,2,,0,,302034,.6929,.7442,0,.7285,.8044,0,109,9,0,2,2,0,1,1,1,1,4,1,1,2,,1,1,1,4,2,5,3,3,3,2,3,2,2,2,3,4,4,4,3,12,3,2,70,70,60,60,70,50,40,40,60,60,30,50,60,70,60,40,50,50,70,50,3,85,50,60,70,30,50,70,85,50,50,5,40,50,50,2,1,1,1,3,2,1,3,0,2,4,5,11,2,7,3,4,5,6,2,2,4,2,5,5,3,5,2,7,1,3,1,1,.7285,1,1,2,3,2,2,0,3,4,1,1,0,,8,2,2,1,2,3,4,5,2,2,4,5,"ANES2016TimeSeries_20170403",2,1,1,-10,7,1,1,1,0,0,0
78,13,6,,2,,,4,0,0,1,,2,,0,0,2,2,2,0,1,4,4,8,1,,,2,12,2,,2,,6,6,0,9,3,4,0,,4,,1,1,1,3,3,7,2,1,2,3,7,1,2,1,3,0,100,,401326,.6717,0,.6565,.7121,0,.6849,63,0,63,2,0,2,2,1,,,,1,1,3,,2,2,2,2,3,6,3,2,3,2,3,2,2,2,3,1,,1,2,10,,2,,19,15,,,100,60,100,13,,,,15,2,,,,16,15,,,16,61,85,85,72,50,70,,,,85,40,50,,,4,4,4,4,3,1,2,0,2,4,5,10,2,6,1,1,1,1,2,2,4,1,5,6,3,6,1,6,3,,,,.7121,1,3,7,3,2,1,0,3,4,4,3,0,,5,1,2,1,2,2,3,,2,1,5,5,"ANES2016TimeSeries_20170403",2,1,,,8,2,2,0,0,1,0
24,2,1,,2,2,,3,0,0,1,3,3,,0,0,2,2,2,0,19,3,10,8,1,3,3,1,7,2,,15,1,2,7,1,14,4,7,,0,6,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,0,100,1,406023,.8334,0,.8128,.8534,0,.8387,12,0,12,1,0,1,2,1,,,1,0,1,4,3,,2,2,1,3,7,3,2,2,1,5,3,3,2,4,2,7,2,1,6,5,3,50,0,0,70,50,85,15,30,0,15,60,15,0,0,15,0,50,0,30,0,1,0,85,70,70,85,40,40,60,30,15,100,93,70,85,1,1,2,4,4,1,2,4,1,1,1,1,0,1,1,2,2,3,4,1,2,4,1,4,10,3,5,1,4,1,10,2,4,.8534,1,3,6,4,2,0,0,4,4,4,4,1,4,15,4,3,1,2,2,6,7,1,1,5,5,"ANES2016TimeSeries_20170403",1,1,3,15,7,1,2,0,0,1,0
66,11,5,,1,,,,0,0,1,,2,,,,,,,,,5,14,,1,,,,4.5,,,,,2,7,0,,,4,1,,11,,,,6,1,2,,1,1,1,1,2,1,2,1,2,,,,402552,.3617,0,.3537,0,0,0,76,0,76,2,0,2,2,0,,,,1,,,,1,,,4,2,3,3,1,4,3,3,2,2,2,3,,7,4,,,1,2,,1,-6,,-6,-6,-6,-6,50,-6,-6,-6,,2,,,-6,50,-6,-6,,16,100,-6,-6,75,-6,-6,-6,-6,-6,,100,-6,,,1,2,2.5,3,,1,3,,4,4,5,7,1,1,,,,,3,,3,2,,,3,6,1,7,4,,,,0,0,3,6,7,4,,,4,4,3,4,0,,,,3,,,4,6,6,,2,,,"ANES2016TimeSeries_20170403",7,2,,,,,,,,,0
58,9,4,,1,1,,1,1,1,4,3,2,,0,0,1,1,1,0,7,4,13,7,0,5,2,1,7.5,2,,26,1,2,4,0,10,4,4,0,3,6,,1,1,1,5,3,6,1,2,2,1,7,2,2,2,3,0,100,,402530,1.153,0,1.1276,1.1599,0,1.14,65,0,65,2,0,2,2,1,,,3,1,1,3,,2,2,2,2,2,6,3,2,3,2,2,1,2,2,3,1,4,3,1,8,4,1,51,50,16,50,61,86,50,71,40,50,86,51,15,0,50,50,85,50,30,41,2,30,50,99,99,60,50,50,70,51,50,71,85,70,50,3,4,2,2.5,3,1,2,3,1,2,5,6,11,2,6,3,4,5,7,2,3,3,2,5,6,3,5,2,5,4,7,1,2,1.1599,1,3,6,4,3,2,0,3,2,4,4,0,,10,3,2,1,1,4,2,3,2,1,4,5,"ANES2016TimeSeries_20170403",6,2,2,0,6,3,4,0,0,1,0
24,2,1,,2,3,,4,0,0,1,3,1,,,,1,2,1,0,8,4,10,7,0,9,2,2,4.5,,,5,0,1,7,1,2,1,7,,,2,,1,1,1,3,3,14,2,2,2,2,9,2,2,2,3,,,,404075,.7183,0,.7022,.7052,0,.6752,38,0,38,1,0,1,2,1,,,7,0,0,,,,,,1,3,7,2,2,4,3,4,3,1,2,1,2,,2,1,5,,2,70,15,0,40,40,100,50,100,30,0,50,50,30,32,60,0,70,,15,30,2,69,,100,85,85,40,70,100,50,50,85,86,50,70,1,1,1,2.5,4,3,2,4,0,1,1,1,3,1,4,1,1,1,2,2,3,3,2,,,3,7,1,7,1,9,2,3,.7052,1,3,7,1,3,0,0,2,1,4,2,0,,16,4,3,1,2,3,0,,2,1,4,5,"ANES2016TimeSeries_20170403",2,1,4,30,5,3,4,0,0,1,0
39,5,2,,2,2,,1,0,0,1,2,4,,,,2,2,2,0,13,5,11,5,1,4,2,2,9,,,11,1,1,7,0,4,1,7,,2,,,1,1,1,5,3,12,2,1,1,2,6,1,2,3,2,,,,407104,.7992,0,.7739,.7582,0,.7348,52,0,52,2,0,2,2,1,,,2,0,0,,,,,,1,3,6,3,3,4,3,3,2,3,3,2,2,7,2,2,9,,2,50,40,70,50,85,100,70,50,50,0,100,15,0,30,50,0,85,50,0,70,4,40,50,100,100,50,0,70,85,40,0,85,85,85,50,1,4,1,4,4,2,2,4,0,2,6,7,7,1,1,1,2,2,3,5,2,2,2,,4,3,6,4,4,4,10,2,4,.7582,1,3,6,1,2,1,0,3,3,4,3,0,,12,3,4,1,2,4,3,5,2,1,3,4,"ANES2016TimeSeries_20170403",6,2,2,0,6,3,4,0,0,1,0
20,1,1,,2,0,,3,0,0,1,3,3,,0,0,2,2,2,0,7,3,12,4,0,0,2,1,12,2,,26,0,4,6,0,11,4,7,,0,7,,1,1,1,4,2,5,3,3,1,3,10,1,1,3,3,0,100,,403624,2.1918,0,2.1414,2.0554,0,1.9994,12,0,12,2,0,2,2,1,,,1,0,1,3,,,2,2,1,3,6,3,4,2,1,4,3,3,2,3,4,4,2,1,4,6,3,70,0,40,70,60,100,40,70,30,15,100,50,0,0,70,0,70,15,40,50,3,0,85,60,85,50,50,,30,70,50,30,0,70,70,1,4,4,4,4,3,2,1,0,4,2,2,7,1,4,3,4,5,7,2,3,4,1,6,6,3,5,1,7,6,6,1,2,2.0554,2,2,5,5,2,3,0,4,4,4,4,0,,10,3,3,1,2,3,3,1,2,1,3,3,"ANES2016TimeSeries_20170403",7,2,2,0,7,1,1,0,1,0,0
52,8,4,,2,,,1,0,0,1,,2,,,,,,,,,5,8,,0,,,,8,,,7,,5,7,1,15,4,7,0,,6,2,1,1,1,0,3,1,1,1,1,1,2,1,1,1,3,,,1,300375,2.9775,3.1906,0,0,0,0,113,13,0,2,2,0,1,0,1,1,,1,,,3,2,,,4,1,,2,3,5,3,5,3,2,2,4,,7,1,,,3,2,,0,-6,,-6,-6,-6,-6,0,-6,-6,-6,,0,,,-6,60,-6,-6,,0,40,-6,-6,70,-6,-6,-6,-6,-6,,100,-6,,,4,2,4,2,,2,2,1,5,4,5,14,3,7,1,1,1,2,2,,4,2,,,3,5,5,4,1,,,,0,0,1,2,6,3,,,4,,4,3,1,4,,,2,1,1,3,7,1,,,,,"ANES2016TimeSeries_20170403",4,,,,3,,,,,,1
65,11,5,,1,0,,1,0,0,1,0,0,,0,0,2,2,2,0,17,6,12,7,0,0,1,2,4.5,2,,25,0,1,7,1,6,2,7,0,0,10,2,1,1,1,1,2,10,1,1,3,2,8,3,1,2,3,0,100,1,403241,.8107,0,.7849,.8168,0,.8027,21,0,21,1,0,1,2,1,,,1,1,1,4,3,2,2,2,4,3,1,5,4,3,2,5,3,1,1,4,2,7,2,3,16,4,1,85,15,0,70,70,85,0,85,0,40,85,70,0,0,70,40,85,0,40,70,4,0,100,100,70,9,70,0,100,85,70,100,100,85,85,2,1,1,2.5,4,1,2,1,1,7,1,1,6,1,1,3,4,5,6,5,3,3,2,3,8,3,5,1,7,1,9,2,3,.8168,1,3,7,7,1,4,1,4,4,4,4,1,4,8,2,4,1,1,3,3,1,1,1,5,4,"ANES2016TimeSeries_20170403",1,1,3,15,9,3,4,0,0,1,0
34,4,2,,1,0,,5,0,0,1,3,2,,,,2,2,2,0,25,7,10,4,1,1,1,2,2,,,11,1,6,7,0,5,2,7,,0,3,,1,1,1,3,2,11,1,1,1,1,4,1,3,1,3,,,,401447,1.0111,0,.9788,.9755,0,.9605,24,0,24,1,0,1,2,1,,,2,0,0,,,,,,3,2,7,4,4,5,3,3,2,2,2,4,2,4,2,2,10,3,3,50,60,5,50,35,51,43,68,30,40,49,50,24,0,50,16,50,,51,51,4,15,60,48,69,60,49,50,71,51,50,59,60,52,50,1,1,1,1,3,2,2,2,0,1,6,7,9,2,4,1,2,2,3,1,2,4,1,2,6,3,5,1,7,6,5,1,1,.9755,1,2,5,2,2,5,1,4,4,4,4,0,,14,4,4,1,2,3,6,4,2,2,2,4,"ANES2016TimeSeries_20170403",1,1,2,0,7,1,1,0,1,0,0
,,,,1,0,,5,0,0,1,3,0,,,,1,1,1,0,10,4,14,7,0,6,3,2,,,,,1,,7,1,,,7,0,2,11,,,,,3,2,,2,2,3,2,10,1,3,2,3,,,,400737,.674,0,.659,.6663,0,.6484,69,0,69,1,0,1,2,1,,,4,1,0,,,2,,,,3,4,3,4,3,2,4,3,1,1,1,2,6,4,1,2,5,1,92,0,0,92,70,85,60,86,0,50,50,50,2,0,92,23,70,50,50,25,1,0,85,90,85,70,50,50,50,50,50,85,70,50,89,1,4,1,,4,2,2,2,,1,,,,,1,,,,,4,3,3,2,6,7,3,5,2,6,1,10,2,4,.6663,1,3,7,8,2,5,1,4,4,4,4,0,,11,3,3,,,4,1,2,1,1,5,4,"ANES2016TimeSeries_20170403",6,2,1,-3,,3,3,0,0,1,0
87,13,6,,2,1,,4,0,0,1,3,0,,,,2,2,2,0,9,4,10,8,1,1,2,1,4,2,,18,1,4,7,0,8,3,6,0,0,9,2,1,1,1,0,2,8,2,1,2,2,6,1,1,2,3,,,2,400764,.4857,0,.4704,.4862,0,.4734,82,0,82,2,0,2,2,1,,,2,1,1,,3,2,,5,2,3,6,3,3,3,2,3,2,1,1,3,5,5,2,2,10,4,1,85,15,16,51,70,100,40,85,0,70,70,100,15,30,50,15,100,30,40,50,3,15,85,100,85,70,70,70,85,50,70,40,40,42,17,1,1,2,1,4,3,2,3,0,1,5,6,5,1,1,2,3,3,5,1,2,3,2,6,8,3,6,2,6,3,10,2,4,.4862,0,3,7,6,2,5,1,4,4,4,4,1,7,10,3,4,1,2,4,3,4,3,2,5,5,"ANES2016TimeSeries_20170403",3,1,1,-34,8,3,4,0,0,1,0
69,11,5,,1,0,,5,0,0,1,2,4,2,1,100,2,2,2,1,18,5,10,3,1,4,1,2,3,1,,11,1,6,4,1,6,2,2,0,1,9,1,1,1,1,0,1,10,1,1,1,2,3,2,1,1,2,0,0,,407685,.7557,0,.7371,.7732,0,.7692,43,0,43,1,0,1,2,1,,,2,1,1,1,1,,1,1,4,3,4,4,3,3,2,3,2,3,3,4,1,6,2,3,13,2,3,70,60,60,70,60,85,40,70,60,70,60,85,60,60,60,15,70,50,60,40,2,70,40,85,70,30,60,85,85,60,70,0,0,70,85,1,1,4,1,1,3,1,3,1,1,2,2,7,1,7,1,2,2,3,1,1,3,2,5,5,3,5,3,1,1,10,2,4,.7732,1,2,4,7,2,3,0,2,2,2,1,1,2,9,2,1,1,1,2,5,4,3,2,2,3,"ANES2016TimeSeries_20170403",2,1,3,15,10,2,2,0,1,0,1
55,9,4,,1,,,1,0,0,1,4,3,,,,2,2,2,0,11,4,9,3,0,2,2,1,,,2,1,1,7,1,0,4,1,5,,0,2,,,3,5,0,2,12,1,1,1,1,2,1,2,1,2,,,,302099,1.2751,1.3677,0,1.4235,1.4163,0,120,20,0,2,2,0,1,1,1,1,1,0,0,,,,,,4,,3,3,3,3,2,2,1,2,3,3,,3,1,3,12,2,3,70,30,50,70,70,60,40,60,,50,60,40,50,40,70,40,70,50,60,60,4,60,50,60,60,,40,40,85,40,50,60,40,70,70,2,4,,4,4,1,1,2,0,4,6,7,10,2,2,1,1,1,1,3,3,3,2,3,5,3,5,4,4,6,9,2,3,1.4235,1,2,4,1,3,2,0,1,4,2,2,,,9,2,3,1,1,3,6,6,1,2,4,1,"ANES2016TimeSeries_20170403",2,1,2,0,7,1,1,0,1,0,0
60,10,5,,2,3,,3,0,0,1,3,4,,0,0,1,2,1,1,7,5,13,8,,4,2,2,5.5,2,3,25,1,4,6,1,6,2,6,0,0,10,,,3,5,4,3,10,2,1,1,1,4,2,1,2,2,0,100,,300780,1.1277,1.211,0,1.1584,1.2917,0,120,20,0,2,2,0,1,1,1,1,2,1,1,3,,2,2,2,2,3,,4,4,3,2,3,2,3,3,3,1,6,3,2,10,3,2,85,15,0,50,70,100,70,85,15,50,70,50,15,0,100,40,100,50,0,40,2,0,85,85,85,85,70,40,60,60,40,85,85,40,85,2,1,3,2.5,3,2,1,3,1,4,6,7,9,2,1,3,4,5,6,1,2,3,2,5,9,3,6,2,6,1,10,2,4,1.1584,1,3,7,7,3,3,0,4,4,4,4,0,,15,4,3,1,2,4,4,4,2,1,5,5,"ANES2016TimeSeries_20170403",2,1,4,35,6,2,2,0,0,1,0
62,10,5,,1,2,,3,0,0,1,4,2,,0,0,2,2,2,0,9,5,10,7,1,4,2,2,12,2,,21,1,4,7,0,5,2,7,0,1,6,2,1,1,1,5,3,11,2,1,1,2,4,1,2,1,2,0,100,2,403287,.4172,0,.407,.4205,0,.4084,44,0,44,1,0,1,2,1,,,4,1,1,4,3,2,2,2,2,2,7,3,3,4,3,5,3,2,2,2,1,6,2,2,10,1,2,60,1,50,85,50,100,50,85,1,40,85,0,0,2,70,40,70,52,0,50,3,1,86,85,70,85,60,50,50,70,0,85,85,50,100,2,4,4,4,4,3,1,2,0,4,5,6,11,2,4,2,3,4,5,2,1,3,1,4,10,3,7,1,6,4,10,2,4,.4205,0,3,6,4,3,4,1,4,4,4,4,1,5,11,3,3,1,2,3,4,6,2,1,4,5,"ANES2016TimeSeries_20170403",7,2,3,15,10,2,2,0,0,1,0
80,13,6,,2,2,,4,0,0,1,4,1,,0,0,1,2,1,0,16,6,10,8,1,0,2,2,12,2,,11,1,2,4,1,6,2,4,0,2,6,,1,1,1,5,3,10,1,1,1,1,0,1,1,1,1,0,100,,301419,.991,1.065,0,1.0022,1.0552,0,117,17,0,1,1,0,1,1,1,2,1,1,1,3,,2,2,2,1,1,4,3,3,5,3,4,3,1,2,2,1,4,2,2,10,4,2,85,15,60,85,60,100,70,100,30,40,100,15,40,30,70,0,85,50,15,70,4,15,100,100,100,85,70,85,70,60,30,85,70,50,85,1,4,4,4,4,3,1,1,1,2,5,6,11,2,6,1,2,2,3,2,2,2,2,4,10,3,6,2,6,1,9,2,3,1.0022,1,3,7,4,2,2,0,4,4,4,4,0,,6,2,3,1,2,5,8,4,3,2,5,5,"ANES2016TimeSeries_20170403",1,1,2,0,6,3,4,0,0,1,0
72,12,6,,,0,,4,0,0,1,2,0,,0,0,2,1,2,1,,4,13,7,0,,1,1,,3,,,1,4,6,0,8,3,7,0,3,11,2,1,1,1,1,2,8,2,2,3,3,13,3,2,3,3,,100,2,403302,.3376,0,.3302,.348,0,.3505,51,0,51,2,0,2,2,1,,,,1,1,4,3,2,2,2,2,3,5,3,,3,2,4,3,1,1,4,1,6,3,2,9,6,1,50,20,0,52,70,100,70,100,0,40,85,30,0,0,50,30,85,0,30,50,3,0,90,85,85,65,100,60,85,100,0,85,75,15,50,2,,,2.5,4,3,2,1,1,1,,,,,1,,,,,1,,3,2,6,9,3,6,1,5,3,10,2,4,.348,0,3,7,7,2,5,1,4,4,4,4,1,5,9,2,3,1,2,4,0,2,3,1,4,5,"ANES2016TimeSeries_20170403",2,1,1,-2,9,2,2,0,0,1,0
64,10,5,,2,,,4,0,0,1,,0,,0,0,,,,,,6,13,,0,,,,10,1,,9,,4,7,0,12,4,6,0,,12,2,1,1,1,3,2,4,2,1,3,3,7,1,1,1,3,1,100,1,403307,.3637,0,.3557,0,0,0,54,0,54,1,0,1,2,0,,,,1,,4,3,2,2,2,2,3,3,4,3,4,3,3,2,1,1,3,,2,3,,,6,2,,30,-6,,-6,-6,-6,-6,30,-6,-6,-6,,15,,,-6,50,-6,-6,,50,100,-6,-6,50,-6,-6,-6,-6,-6,,85,-6,,,4,2,4,4,,2,2,0,1,5,6,5,1,1,1,1,2,2,1,,5,1,2,,3,7,1,5,4,,,,0,0,3,7,8,1,,,4,4,4,4,1,4,,,3,1,2,4,4,3,,1,,,"ANES2016TimeSeries_20170403",1,1,,,7,,,,,,0
42,6,3,,2,3,,1,0,0,1,4,4,,,,2,2,2,0,14,4,12,8,1,4,1,2,6,,2,11,1,7,1,1,10,4,4,,0,12,,,3,5,1,2,6,1,1,1,1,0,1,1,1,1,,,,404077,.748,0,.73,.8474,0,.816,39,0,39,1,0,1,2,1,,,2,0,0,,,,,,1,1,6,1,2,5,3,3,2,3,3,2,1,6,2,2,11,6,1,86,97,51,92,100,80,100,88,70,85,52,100,100,71,100,81,77,70,55,61,4,60,61,100,89,99,82,78,100,100,100,32,42,51,87,5,4,1,1,4,2,1,2,0,1,6,7,12,3,7,1,2,2,3,1,1,3,1,7,10,3,5,3,6,1,7,1,2,.8474,1,3,6,8,5,2,0,2,4,1,2,0,,8,2,3,1,2,4,8,5,3,1,5,5,"ANES2016TimeSeries_20170403",2,1,1,-5,7,3,4,0,0,1,0
73,12,6,,1,0,,3,0,0,1,3,2,,0,0,2,2,2,1,16,5,11,6,1,2,2,1,6.5,2,,25,1,2,6,1,9,3,7,0,1,6,2,1,1,1,0,0,7,2,1,3,2,8,1,2,2,3,0,100,1,403317,.6387,0,.618,.727,0,.735,59,0,59,1,0,1,2,1,,,2,1,1,4,3,2,2,2,3,2,5,3,3,4,3,3,2,2,2,3,1,4,2,1,1,6,2,60,15,0,30,50,100,30,85,17,30,70,30,0,0,50,0,60,50,15,0,1,0,85,85,60,71,60,50,70,70,50,85,85,0,85,1,4,1,2.5,3,2,2,3,0,1,6,7,9,2,4,3,4,5,6,3,3,3,1,6,9,3,7,1,6,1,9,2,3,.727,1,3,7,4,1,5,1,4,4,4,4,1,4,10,3,4,1,2,3,2,2,2,1,3,5,"ANES2016TimeSeries_20170403",1,1,4,55,8,2,2,0,0,1,0
26,3,1,,1,2,3,1,0,0,1,3,4,,,,2,2,2,1,20,3,10,4,0,3,1,1,12,,,15,1,6,4,0,0,1,4,,0,10,,2,2,2,0,3,16,1,3,1,1,3,1,2,1,1,,,,403831,.5244,0,.5121,.491,0,.4915,16,0,16,1,0,1,2,1,,,1,0,0,,,,,,4,3,3,2,3,3,2,1,1,3,3,4,2,,2,2,10,1,2,97,70,50,99,83,51,56,56,50,71,53,7,61,85,99,53,49,50,52,50,3,100,15,21,84,50,77,50,84,53,5,60,0,18,54,4,4,4,4,4,1,2,1,0,4,6,7,10,2,2,2,2,3,4,1,1,4,1,4,4,3,5,4,4,6,8,2,3,.491,0,2,4,6,2,0,0,1,1,2,1,0,,8,2,3,1,1,1,6,7,2,1,3,3,"ANES2016TimeSeries_20170403",4,,1,-45,4,1,1,0,1,0,0
59,9,4,,1,,,5,1,1,4,,1,,,,,,,,,6,10,,0,,,,5.5,,,20,,3,7,1,9,3,7,0,,12,2,1,1,1,3,3,7,1,1,2,2,6,2,1,2,3,,,2,404125,.6012,0,.5865,0,0,0,63,0,63,1,0,1,2,0,,,,1,,,4,2,,,2,3,7,4,4,4,3,5,3,2,1,4,,6,2,,,7,1,,0,-6,,-6,-6,-6,-6,0,-6,-6,-6,,0,,,-6,0,-6,-6,,0,100,-6,-6,70,-6,-6,-6,-6,-6,,85,-6,,,1,2,2.5,4,,2,2,1,7,5,6,11,2,1,2,3,4,5,1,,3,2,7,,3,6,1,5,1,,,,0,0,3,7,8,3,,,4,4,4,4,1,5,,,2,1,2,3,3,1,,1,,,"ANES2016TimeSeries_20170403",7,2,,,9,,,,,,0
32,4,2,,2,1,,1,0,0,1,3,2,,0,0,1,1,1,0,16,2,10,7,0,6,3,2,8,2,,24,1,1,6,1,9,3,7,0,1,9,2,1,1,1,4,2,7,1,1,2,3,7,1,3,1,3,0,100,1,404249,.824,0,.7978,.8356,0,.8123,25,0,25,1,0,1,2,1,,,4,1,1,4,3,2,2,2,2,3,,1,3,3,2,3,2,1,3,2,1,4,2,2,9,7,3,61,17,1,58,66,82,71,69,18,4,86,8,8,41,57,71,69,50,3,16,1,21,55,100,64,94,62,63,65,60,2,95,99,98,70,4,4,1,4,3,3,2,2,1,2,3,3,7,1,5,3,4,4,6,1,2,4,1,7,5,3,5,3,5,1,6,1,2,.8356,1,3,7,5,4,4,1,4,4,4,4,1,4,9,2,4,1,2,4,4,,,1,4,5,"ANES2016TimeSeries_20170403",7,2,3,12,4,3,4,0,0,1,0
59,9,4,,2,0,,3,1,1,4,3,1,,0,0,2,2,2,1,19,5,9,6,1,2,1,2,12,,,14,1,7,7,1,9,3,7,0,0,8,2,1,1,1,5,3,7,3,1,3,1,7,1,3,1,2,,100,1,403336,1.3751,0,1.3398,1.4396,0,1.4392,68,0,68,2,0,2,2,1,,,2,1,1,4,4,2,2,2,1,3,,3,5,4,3,5,3,2,1,4,1,7,1,1,6,,3,46,3,0,51,24,99,52,99,0,1,99,1,2,16,75,35,99,17,51,0,1,0,85,94,87,41,52,87,74,52,0,100,85,37,92,2,4,4,4,4,3,2,1,0,1,1,1,0,1,1,2,2,3,3,1,3,1,2,2,10,3,7,2,5,1,12,2,4,1.4396,1,3,7,5,1,2,0,4,4,4,4,1,4,12,3,1,1,2,1,4,4,3,1,4,4,"ANES2016TimeSeries_20170403",1,1,4,41,8,3,4,0,0,1,0
70,12,6,,2,3,1,4,0,0,1,4,4,,1,100,2,2,2,1,13,5,10,7,1,3,2,1,5,,,3,1,4,7,0,5,2,6,1,0,7,,,,6,0,0,11,1,1,1,1,1,1,2,1,1,,0,,404881,1.5696,0,1.5343,1.5389,0,1.5272,41,0,41,1,0,1,2,1,,,4,1,1,2,,1,1,1,4,2,3,3,3,4,3,3,2,3,3,4,2,3,2,2,10,1,2,50,93,100,85,15,50,50,50,98,50,30,0,99,93,50,15,50,19,70,30,2,92,5,15,100,25,15,50,60,70,0,12,6,70,85,1,1,2,4,2,1,1,2,1,4,4,5,10,2,4,1,1,1,1,3,2,3,1,1,8,3,5,4,2,3,10,2,4,1.5389,2,1,1,5,2,1,0,1,1,4,1,0,,10,3,3,1,1,2,7,7,2,1,4,5,"ANES2016TimeSeries_20170403",6,2,2,0,4,1,1,1,0,0,1
